product_idx,product_id,product_name,category_fixed,price,rating
1019,B09169DDQS,Dräger X-plore 1750 C Respirator mask made in the US | 20 NIOSH-approved respirator masks,Other,39.0,4.5
1020,B001AQ0CA6,SIKA - Polyurethane sealant for mortar repair - Sikaflex Mortar Fix - Limestone - Seal joints and cracks - Weatherproofing - Indoor and outdoor use - 300 mL,Tools,11.99,4.2
1021,B0C1GN3XKL,"PS4 Controller Wire, Micro USB Cable Controller Charging Cable for Sony Playstation 4 Dualshock 4 PS4 Slim/Pro,Micro USB Charger High Speed Data Sync Cord for Xbox One S/X Controller, Android, Samsung",Electronics,11.99,5.0
1022,B0BHH9X1WG,"Geiger Counter Nuclear Radiation Detector - Radiation Dosimeter with LCD Display, Portable Handheld Beta Gamma X-ray Rechargeable Radiation Monitor Meter, 5 Dosage Units Switched,0.0μSv-500mSv",Electronics,99.99,4.3
1023,B00775PXC6,"Koch A01161 3/16 by 20-Feet Grade 30 Proof Coil Chain, Zinc Plated",Other,26.48,4.7
1024,B001MUOAJE,Philips 383281 Compact Fluorescent Lamp 13W PLC Cool White 4 Pin,Audio,10.64,4.3
1025,B0B773B6GB,"xTool D1 Pro 20W Laser Engraver 4-in-1 Rotary Roller Kit for Glass Tumbler Ring, 120W Laser Cutter, Laser Engraving Machine for Wood, Metal, Acrylic, CNC Machine for DIY Personalized Gift Woodworking",Smart Home,1899.0,4.3
1026,B0C9R81KXZ,"Mouse Sander, 12Pcs Sandpapers, 12000 RPM 130W Detail Sanders with Dust Collection System for Tight Spaces, Sanding in Home Decoration, Mouse Sander with 3M Power Cord for Furniture Finishing PMS01A",Home,35.49,3.6
1027,B079S312BX,"Houseables Clear Vinyl Tubing, Food Grade Tube, 100 Ft, 1/4"" ID x 3/8"" OD, FDA Approved, PVC Plastic, Flexible Hose, Flex Pipe for Water, Beverage Pump, Homebrew, Wine Siphon, Brewing Bottling Wand",Home,29.87,4.2
1028,B001FC98X2,Geocel GC28100 Pro Flex RV Flexible Sealant - Clear,Tools,34.99,4.5
1029,B07N1PDMG8,"United Filter 20x25x1 MERV 8 Furnace Filters (Case of 12) - HVAC Filters for Home & Office - Purify Air, Removes Pollen, Mould, Bacteria & Smoke - Made in Canada",Camera,94.99,4.7
1030,0914955004,Ayurveda: A Practical Guide: The Science of Self Healing,Books,13.95,4.6
1031,B0BCDNDRDJ,"Modern Bathroom Faucet, Kamoson Single Hole Bathroom Sink Brushed Nickel Stainless Steel Fashion Square Faucet Safe Water Supply, Vanity Basin Mixer Tap with Deck Mount",Kitchen,45.99,4.5
1032,B08XQFFV9G,"4 Packs Bringpure RV Inline KDF Water Filter with Flexible Hose Protector, NSF Certiified, Reduces Chlorine, Odor, Lead, Fluoride and Bad Taste, Compatible with Camco 40013, 40041, 40043",Camera,53.99,4.6
1033,B08JCT13CN,"NNNJunhua Metal Heavy Duty Barn Door Handle Flush Long Base Handle Pulls for Gate Shed Garage Door Drawer 4 Pieces (S, Black)",Other,15.99,4.0
1034,B0BFQX193H,"MOZETO Moving Straps 2-Person Anti Slip Lifting Straps for Moving Furniture, Appliances, Mattresses or Any Item up to 800 lbs",Home,28.99,4.2
1035,B0BZP6CKYC,"Jabukosu Indoor Weather Stripping,Self Adhesive Foam Window Seal Strip for Doors and Windows Weatherstrip Gap Blocker,7/20-Inch x 6/25-Inch x 16.5Feet,",Tools,11.98,3.8
1036,B005TE3C1G,"Ideal Security Inc. SKPHC 500/Box Plastic Cap Washers, White Plastic 7/8 Inch",Other,13.49,4.5
1037,B0089FMXN0,Neoprene Rubber Black Self-Adhesive Sponge Strip 25mm Wide x 3mm Thick x 10m Long,Tools,12.88,4.2
1038,B0BD4FXPBW,"Retractable Gap Dust Cleaner, Including A Replacement Cloth Cover, Microfiber Gap Duster Brush with Extension Pole, Detachable and Washable Dust Gap Cleaner, for Sofa Bed Furniture Bottom Cleaning",Home,16.99,4.4
1039,B0B9S6LTMC,"Double Sided Tape, 3M Heavy Duty Waterproof Mounting Tape, Waterproof Heavy Duty Foam Tape, 36FT Length, 0.4 Inch Width for Car, Home Decor, Office Decor",Home,23.99,4.5
1040,B0872BWPN7,"Screen Repair Kit for Windows or Doors Adjustable Fiberglass Screens with Rolling Tool, Screen Retainer Spline and Sliding Door Cleaning Brush (36"" x 84"", Black)",Tools,0.0,4.3
1041,B09TP9K1KB,"AZUNO Wood Handle Folding Utility Knife with Stainless Steel Head, Quick-Change Blade & Back Lock",Other,9.99,4.0
1042,B00AFWHWL8,"ScotchBlue Pre-taped Painter's Plastic, 60.9 cm x 27.4 m, 1 Roll, (PT2093EL-24)",Other,9.97,4.3
1043,B08N5YFT2X,[30 PACK] 5-Ply Disposable Face Mask for Smoke and Wildfire Protection - Premium Material and Comfortable Fit for Safe and Effective Wear,Fashion,32.95,4.2
1044,B0B9CKHCRX,"Britech Cordless Lightweight Stick Vacuum Cleaner, 300W Motor for Powerful Suction 30min Runtime, LED Display Screen & Headlights, Great for Carpet Cleaner, Hardwood Floor & Pet Hair",Automotive,119.99,4.3
1045,B0C4SJL79B,"16Pcs Gel Finger Cots with Air Holes, Finger Protectors Breathable Silicone Finger Caps, Finger Sleeves Fingertips Protection for Eczema Wounds Cracking Blisters Broken Arthritis Trigger Finger",Other,9.99,5.0
1046,B075ZPGV1H,"VCE Keystone RJ45 Coupler CAT6 UL Listed, 25-Pack Ethernet Inline Connector Female to Female, Keystone Jack Insert for Wall Plate & Patch Panel, Black",Other,34.88,4.7
1047,B0B3DDFFJZ,"E26 Vintage LED Edison Bulbs CRI 90+, 5.5W 60W Equivalent, Antique Style ST19/ST58 LED Light Filament Bulbs, by Lumiverse, 2700K Soft White, Dimmable, 6 Pack",Other,36.99,4.5
1048,B08FJ915R4,"MECOWON Music Coasters with Vinyl Record Player Holder, Set of 6 Drink Coasters for Music Lovers",Toys,16.99,4.6
1049,B07HHFVSPB,Alpine MusicSafe Pro High Fidelity Music Earplugs for Noise Reduction - 3 Interchangeable Premium Filter Sets - Professional Musician Hearing Protection - Hypoallergenic Reusable Soft Black Plugs,Camera,39.99,4.4
1050,B0B27T9M69,"EMENTOL 11PCS 1/2 Inch Drive Deep Impact Socket Set, Metric, 6-Point, CR-V, 11 Pieces 1/2"" Dr. Deep Socket Set, 10mm - 24mm",Tools,29.97,4.7
1051,B07DT9QP8P,"DEWENWILS Wireless Light Switch Remote Control Outlet, Remote Power Wall Switch for Lamps, No Wiring Needed, 15 AMP Heavy Duty, 100 FT RF Range",Audio,21.99,4.6
1052,B00LBHB21M,"Intermatic SW15MWK 15-Minute Spring Wound Timer, White",Smart Home,19.62,4.5
1053,B0BVFVQGKD,"RUBOT Car Vacuum Cleaner, 16KPA Strong Suction Car Vacuum Cordless Rechargeable, Hand held Vacuum,Portable Vacuum Cleaner for Home/Car,Mini Vacuum,Handheld Vacuum,Red（P12）",Automotive,129.99,4.1
1054,B09TSJWGXZ,U-M 20pcs Caulk Cap Silicone Red Caulk Saving Cap Rubber Caulk Cap Saver for Sealing Preserving Open Caulking Tubes Fashion a¦‚a›¾æç¤ As Shown,Office,3.86,4.3
1055,B0C1YSWHHC,"8Pcs Coasters for Drinks-Absorbent Drink Coasters for Coffee Table,Minimalist Cotton Woven Coaster for Modern Home Decor,Boho Fall Decor Tabletop Protection for Kinds of Cups 4.3 Inches 8mm Thick",Kitchen,0.0,4.8
1056,B086DMWY5Z,AUSTOR 345 Pcs Sander Drum Kit - 330 Pcs Nail Sanding Drum Sleeves(80#/120#/240#) 12 Pcs Drum Manrels 2 Pcs Self-Tightening Drill Chuck and 1 Pc Combination Wrench for Dremel Rotary Tool,Tools,21.99,4.2
1057,B01DBP3YTO,iSonic CSGJ01-8OZx2 Ultrasonic Jewelry/Eye Wear Cleaning Solution Concentrate (Pack of 2),Fashion,32.95,4.4
1058,B09F648Y4T,"CASOMAN 16 Piece 3/8 Inch Drive Low Profile Impact Hex Driver Set, Cr-Mo, 1/4""-3/4"", 6mm-19mm, Impact SAE and Metric Hex Bit Socket Set",Tools,31.97,4.5
1059,B07QTFFS99,OTOR 20oz Meal Prep Food Container Sets with Airtight Lids Deli Container Bento box Lunch boxes take away food storage Two-color process Stackable Reusable BPA Free 25 Sets,Home,26.99,4.4
1060,B00STNUB04,Cable Matters 3-Pack 4 Pin Molex to SATA Power Cable (SATA to Molex) - 6 Inches,Electronics,8.99,4.6
1061,B0863K332L,"Lintext Disposable Linen-Feel Guest Towels - 12"" x 17"" Cloth-Like Hand Towels - Made in USA, Soft and Absorbent Paper Napkin for Bathroom, Kitchen, Or Event [Extra-Soft - Pack of 200]",Kitchen,42.99,4.8
1062,B09C212Q66,"wowstick Drill 11 in 1 Mini Electric Drill,Rechargeable Multifunctional Cordless Drill Kit, with 8 Drill Bits， One-Touch Control Pen Drill, Used for Drilling Tools, DIY, Wood,Jewelry Making",Tools,95.99,4.2
1063,B01DQGEBOU,"Kreg KHC-Micro Face Clamp, 2 Inches",Audio,26.39,4.6
1064,B0BLFL38JB,"Plastic Silverware Set - Plastic Cutlery - [100 Count] Elegant Knives Teaspoons Forks and Spoons Heavy Duty Disposable Silverware Combo For Birthday Party Supplies, Catering Events, Weddings",Smart Home,22.67,4.4
1065,B000ALDXV2,"Permatex 84109 PermaPoxy 4 Minute Multi-Metal Epoxy, 0.84 oz. , Grey",Tools,13.0,4.3
1066,B0B21HC13B,Mini Rotary Tool Corded Electric Detail Sander Grinder Pen Kit with | 121 Accessories | for Small Crafts & Projects,Office,26.99,3.8
1067,B0C6M88M4N,"BuTure Cordless Vacuum Cleaner, 400W 33Kpa Powerful Stick Vacuum with 55min Detachable Battery, Vacuum Cleaners with Touch Display, Handheld Vacuums for Hardwood Floor Carpet Pet Hair",Electronics,269.99,4.8
1068,B098XQ8DVN,"B-7000 Glue, 110ML Multipurpose High Grade Industrial B7000 Adhesive, Semi Fluid Transparent Super Glues(110ML)",Tools,16.99,4.4
1069,B0C3PV8SQQ,RP19804 Shower Cartridge Replacement for 1300/1400 Series with RP22734 Bonnet Nut Replacement Compatible with Delta Monitor Coarse Inlet Valve and Single Handle Trim Kit,Electronics,28.99,3.8
1070,B08R3DJ78T,"Utility Knife Heavy Duty Box Cutter with 5 SK5 Quick Change Blades, Safety Axis Lock Design Razor Knife, Lightweight Aluminum Body Belt Clip for Office (Green)",Office,17.99,4.7
1071,B081DVR9J2,"HYZ Champagne Stopper with Vacuum 2-Pack, Professional Bottles Sealer for Champagne,Cava, Prosecco,& Sparking Wine,Champagne Stopper with Pump, Keep Your Fizz's Bubbles! Stainless Steel+ABS",Audio,10.99,4.5
1072,B08Z732X58,"ORALUCE LED Light Bulb, A19 12W Lightbulbs, 100 Watt Equivalent, 120V 1200LM, 5000K Daylight White, E26 Medium Base, Non Dimmable, Energy Efficient, UL Listed, 6 Pack",Other,23.99,4.1
1073,B005LQ83EI,"BlueRigger 4K HDMI Cable 25FT (4K 60Hz, HDR10, HDCP2.3, High Speed 18Gbps, in-Wall CL3 Rated, eARC) - Compatible with PS5, Xbox, Roku, Apple TV, HDTV, Blu-ray, PC, TV Stick, Nintendo Switch",Electronics,25.99,4.6
1074,B097T4FKY4,"HapiRm Over The Door Hook Door Hanger, Coat Hook Hangers, 9 Towel Hooks+2 Basket Over The Door Organizer for Hanging Clothes, Towels, Bag, Bathroom, Bedroom, Kitchen, Easy to Install, No Drill, Black",Kitchen,32.88,4.3
1075,B01CFIHGLA,"Aluminum Alloy Microfiber Mop System - Includes 4 Reusable Pads - Use Wet or Dry to Clean Wood, Laminate, Tile Floors + Sweep up Dust, Dirt, Pet Hair - Long Length Extendable Handle",Other,39.99,4.6
1076,B08JV95FH5,"HOME MASTER HARDWARE Garden Auger Drill Bit 3.15x11.8in & 3.15x7in & 1.6x8.7in Garden Plant Tool Flower Bulb Auger Spiral Hole Drill Rapid Planter for 3/8"" Hex Driver Drill",Tools,39.99,4.5
1077,B003YKX6VS,StarTech.com 6 ft Black USB 2.0 Extension Cable A to A - M/F - USB extension cable - USB (M) to USB (F) - USB 2.0 - 6 ft - black - USBEXTAA6BK,Electronics,8.53,4.7
1078,B000KKNE3U,"Woods 681 18/3-Gauge SJTW Trouble Light with Metal Guard and Outlet, Orange, 75-Watt, 25-Foot",Other,25.99,4.5
1079,B0BYCGDV7D,"Hawkko Telescope, Telescopes for Adults Astronomy, 70mm Aperture and 700mm Focal Length, 28X-210X, Telescope for Kids and Beginners with Finderscope and Tripod to Viewing Planets and Stars",Camera,239.99,4.1
1080,B09YTNLDJG,"HOTO Cordless Brushless Drill Tool Set, Hidden Buckle, Unique LED Screen, Intelligent Digital Display, Practical High-end Drill Kit for Home/Daily Use",Tools,301.92,4.5
1081,B0995TRFGM,"Sengled Smart Bulb, WiFi Smart Light Bulbs, Alexa Light Bulbs, Smart Bulbs Compatible with Alexa, Google Home, A19 E26 Daylight Smart Light, No Hub Required, 800LM 60W Equivalent High CRI>90, 3 Pack",Smart Home,36.99,4.2
1082,B001AHQXLC,Bosch HC2088 S4L SDS-Plus Shank Bit 1/2 by 22 by 24-Inch,Other,55.9,4.7
1083,B085DVMPSW,"United Filter 16x25x1 Air Filter AC Furnace Air Filter (6 Pack) MERV 13 Pleated, MPR 1500-1900, Unique Durable and Easy to Replace, Clean Living Basic Dust, (Exact Size: 15.50"" x 24.50"" x 0.75"")",Camera,74.99,4.5
1084,B08F2BDM6F,YESWELDER Welding Helmet Headgear Head band,Wearables,19.99,4.1
1085,B082DWHD8P,"BESy Stainless Steel Black Waterfall Spout Bathroom Faucet, Single Hole Single Handle Bathroom Sink Faucet, Rv Lavatory Vanity Faucet with Deck Plate, Stainless Steel, Matte Black",Other,48.99,4.4
1086,B095797SMS,"8 Pairs Noise Cancelling Ear Plugs, Banded Ear Plugs for Shooting Range, Silicone Reusable Soft Sleeping Ear Plugs, Washable Lightweight Earplugs for Noise, Sleeping, Construction Work, Shooting",Wearables,19.99,4.0
1087,B078Y7F1P3,"Finnhomy 31229 Household Gloves Latex free cleaning Gloves with soft fiber lining extra long cuff 15"" and Vinyl Textured Grip (2 Pair), Large",Other,13.54,4.4
1088,B09MBQSB84,Welder Glasses Solar Automatic Dimming Professional Eye Protection PC Glasses Welder Welding Anti-Glare Glasses,Automotive,24.97,3.9
1089,B09BYV89GX,AIEX 1Pc Ring Doorbell Screwdriver Replacement Industrial Grade Alloy Steel Double-Ended Screwdriver Tool for Doorbell Battery Change and WiFi Password Reset (Orange),Smart Home,8.39,4.6
1090,B07MW2FYZQ,"Replacement Waterproof Meat Probe 2pc Compatible With TRAEGER, Meat BBQ Digital Thermostat Probes",Smart Home,24.99,4.5
1091,B0BXX444VK,"Deecam Emergency Space Blankets, Mylar Thermal Survival Blankets Foil Camping Emergency Heat Reflective Blanket for Outdoor, First Aid, Hiking, Camping Gear, Travel (12Pack)",Audio,22.99,4.5
1092,B0B99M7XGN,"AMAXE - [100 Sets] 2 oz. Plastic Disposable Portion Cups with Lids, Souffle Cups, Condiment Sauce Containers, Jello Shot",Other,15.99,4.7
1093,B07C9YKDR7,PGN 6004-2RS Sealed Ball Bearing - 20x42x12 - Lubricated - Chrome Steel (10 PCS),Smart Home,19.45,4.4
1094,B09NBDXZHX,"LED Garage Lights 2 Pack, 100W Deformable LED Garage Ceiling Lights, 10000 Lumens Garage Light Bulb, 10000 lumiere Led Garage Light with 5+1 Adjustable Panels, 6500K Garage LED Lamp, 100W LED Shop Lights for Garage, Workshop, Warehouse, Office, Bedroom",Office,39.99,4.5
1095,B00DTSLWRA,Fluke Fluke-117/323 Kit Multimeter and Clamp Meter Combo Kit,Audio,578.7,4.8
1096,B09G55PFW7,"Double Sided Tape, Heavy Duty Super Strong Two Sided Adhesive Foam Tape, Made of 3M VHB Tape, 20 Feet Length X 0.5 inch Width Waterproof mounting Foam Tape for Indoor and Outdoor use…",Tools,15.99,3.9
1097,B083ST32LX,"WYSI Multi-Pack To Go Travel Tube, 22x22cm Expandable Wipes, Biodegradable, Just Add Water - 5 Tubes with 12 Compressed Tablets (60 Tablets Total)",Electronics,12.45,4.5
1098,B087BTQBPV,SOKA Brass Bathroom Faucet Chrome Bathroom Sink Faucet Matte Black with Pop-up Sink Drain Stopper & Deck Plate 1 or 3 Hole Bathroom Faucet Single Handle Bathroom Faucet Single Hole RV Bathroom Faucet,Other,61.82,4.5
1099,B01GA87N0U,Philips 409599 Fluorescent 32W T9 12-Inch Circline Daylight Deluxe,Other,16.97,4.6
1100,B0B12L4XW2,Upgraded Door Stop Alarm with Portable Lock 120 dB Travel Door Stopper Wedge Alarm with 3 Levels Sensitivity (2 Doorstops and 1 Lock),Other,26.95,4.4
1101,B00ER7MSM0,"C2G 00915 Cat6 Cable - Snagless Shielded Ethernet Network Patch Cable, White (2 Feet, 0.60 Meters)",Electronics,4.83,4.7
1102,B0BYZ7LP2B,Tub Drain Remover Wrench Dual Ended Tool for Bathroom,Tools,19.9,4.8
1103,B07WX2NBWR,HBN Outdoor Indoor Wireless Remote Control 3-Prong Outlet Weatherproof Heavy Duty 15 A Compact 1 Remote 1 Outlet with Remote 15cm Cord 30m Range ETL Listed (Battery Included),Electronics,18.99,4.6
1104,B01L0F6AJI,[USB-IF Certified] Cable Matters 10 Gbps Gen 2 USB C to USB C Cable 3.3 ft / 1m with 8K Video and 100W Power Delivery in Black,Electronics,17.99,4.5
1105,B09DKJ9TQX,Formuler Z10 Pro Max Android 10 Dual Band 5G Gigabit LAN 4GB Ram 32GB ROM 4K + Extra 8K HDMI Cable + Extra Premium Remote Control + Extra Magnetic Phone Car Mount,Electronics,229.99,4.5
1106,B08KT4R3JV,"Sandpaper Abrasive Wet and Dry Coarse Grinding and Fine Grinding Sandpaper 120 to 3000 Grit Uniform Sandpaper 16 Sheets for Furniture, Car and Metal Polishing",Office,9.59,4.4
1107,B07QKG4HR4,"CRAFTSMAN Deep Impact Socket, Metric, 1/2-Inch Drive, 21mm (CMMT16081)",Tools,14.48,4.8
1108,B09KC41W8R,"EMENTOL 48PCS 3/8"" Drive Deep and Shallow Impact Socket Set, SAE/Metric, CR-V, 6-Point Impact Socket Set, Impact Extension Bars, Reducer, Universal Joint",Tools,63.97,4.6
1109,B000J2FKY0,"BOSTITCH BT1335B-1M 1-3/8-Inch 18-Gauge Brads Nails, 1000 per Box",Other,6.79,4.6
1110,B000H5QRV4,"Master Magnetics 07229 Magnetic Pick-Up Tool, Bendable, Retrieving Magnet, 19 Inches Length, 2-Pound Hold",Tools,17.55,4.2
1111,B0B5H3J36S,"BELCHERI USB 3.2 Gen 1 to SATA or IDE Adapter, External Hard Drive Adapter for 2.5 or 3.5 inch SATA or IDE HDD SSD, IDE and SATA Converter with 12V Power Supply and Type C Port",Electronics,35.99,4.2
1112,B09PL5CG6T,"ZSSXOLED C7 E12 LED Bulbs Salt Lamp Light Bulb Replacement for 15W Himalayan Salt Lamps, Night Light Bulbs, Chandeliers, C7 LED Bulbs, 3000K 2Pack",Audio,12.7,4.5
1113,B0CCXDZ8CC,"MIYUANGKJ Plastic Forks, 200pcs Disposable Forks Transparent Plastic Cutlery Set for Party Picnic Barbecue Restaurant Dinner Dessert",Other,19.95,1.0
1114,B0B15K5V46,"15"" Wreath Hanger Over The Door Wreath Holder Front Door Christmas Decoration Hook-Wreath Hanger Metal Wreath Hook for Door (Black-1PC)",Home,13.59,4.6
1115,B09TVMWX56,"Ice Cube Tray with Lid, Ice Ball Maker, Ice Cube Tray, Round Ice Cube Mold, Easy Release BPA Free Reusable Ice Cube Molds for Cocktails Whisky Coffee (Blue)",Kitchen,9.99,3.9
1116,B08K3B1RWF,BEETRO Welding Gloves Cowhide Leather for Heavy Duty,Other,15.99,4.5
1117,B01N140WYY,"Cat6 Ethernet Cable - 6 ft 10-Pack (1.8m) Cat 6 RJ45, LAN, Utp, Network, Patch, Internet Cable - 6 feet",Electronics,27.44,4.7
1118,B01MRYMRF7,"meite 22G71S38 22 Gauge 71 Series 3/8"" Crown Wide 3/8"" Leg Length Galvanized Staples for Upholstery Stapler 10,020 PCS/Box (1 Box)",Office,19.99,4.6
1119,B0999HC8LD,"Entry Lever Door Locks with Deadbolt - Modern Square Exterior Front Door Handle and Single Cylinder Deadbolt (Matte Black, Deadbolt and Lever Set)",Other,63.99,4.5
1120,B01N4MPKQG,"Yangcsl LED Light Bulbs 70W Equivalent, RGB Color Changing Light Bulb, 2 Moods - Memory - Sync - Dimmable, A19 E26 Screw Base, Timing Remote Control Included (Pack of 4)",Other,32.99,4.5
1121,B00OOAHKV4,"Anyray A1712S (10)-Bulbs 20 Watt G9 Short T4 20W Clear Halogen Light Looped 120V 20Watt 1-3/8"" Long",Other,23.99,4.6
1122,B000FKERMW,"Norpro Stainless Steel Funnel Set, 3-Piece",Other,12.8,4.5
1123,B0725QF8LJ,GLOYY Long Handled Push Broom with Soft Rubber Bristles Squeegee Edge Use for Pet Cat Dog Hair Perfect for Cleaning Hardwood Vinyl Carpet,Automotive,26.99,4.4
1124,B00KZ9BBOA,"DEWALT Framing Nails, Paper Tape, 30-Degree, Smooth Shank, Bright Finish, Off-Set Round Head, 3 1/4-Inch x .120-Inch, 2500-Pack (DPT-12D120FH)",Office,61.74,4.4
1125,B0BN1XWWJW,"INKBIRDPLUS 4 in 1 pH TDS EC Temp High Accuracy Water Quality Tester for Measuring Household Drinking, Pool and Aquarium",Smart Home,55.99,3.9
1126,B09Z65JLXQ,"2 in 1 Squeegee for Window Cleaning Tool,Long Handle Window Cleaner Tool with Stainless Steel Extension Pole,BITOPE 12”Wide Squeegee Cleaning Kit for Car,Shower, Glass Doors, Outdoor High Window",Automotive,31.99,4.2
1127,B0069F4HHC,"Woods Southwire 64169622 5 Conductor 18/5 Thermostat Wire, 18-Gauge Solid Copper Class 2 Power-Circuit Cable, 50-Feet, Brown",Electronics,40.78,4.6
1128,B01M0U04ZI,"J&A Jason Aerobic Good Grip Lambswool Duster with Solid Wooden Handle,Bendable Head,Leather Hang Strap,Dust Stick for Cleaning Auto,Funiture,Ceiling Fans,Blinds,etc.(Length 18.9 Inch,Pack of 1,Pure)",Automotive,0.0,4.5
1129,B08K932ZT3,"Topbuti 5"" 5/8-11 Grinder Flange Angle Wrench Spanner Metal Lock Nut for Compatible with Dewalt Milwaukee Makita 193465-4 Bosch Black & Decker Ryobi",Tools,9.59,4.4
1130,B0BBZY5WWQ,"meross Smart Plug Dual WiFi Outlet Plug 2 in 1, Support Apple HomeKit Siri, Alexa, Echo, Google Assistant, Nest Hub and SmartThings, Voice Control, Remote Control, Timer, Sunset and Sunrise, 2 Pack",Smart Home,33.99,4.4
1131,B0C4TJ6VQC,"KAIWEETS Smart Automotive Circuit Tester, 0.8V-100V DC Voltage Tester with LCD Backlight Display, Digital Test Light with Flashlight Measures Polarity Continuity, Electric Test Pen for Car Battery",Electronics,26.99,4.5
1132,B0C2HM51H6,"Ice Cube Tray with Lid and Bin for Freezer 2 Pack Small Ice Cube Tray Square Ice Trays for Freezer with Container for Chilled Drink, Cocktail and Smoothie",Other,17.98,3.4
1133,B07YXNRL1S,"MYSBIKER Caution Wet Floor Sign, 3 Pack Floor Safety Sign, 2-Sided Fold-Out 62 * 30cm with Both English and France to Avoid Slip &Fall Accident",Other,45.99,4.2
1134,B0002BBV4G,Hosa Caig Deoxit Contact Cleaner 5% Spray 5 Oz,Other,35.0,4.7
1135,B08JX4M61T,"Tuck Tape Ultimate Outdoor Repair Tape, Epoxy Resin Tape, Construction Grade Tape, 48mm x 50m (Clear)",Tools,19.99,4.4
1136,B0BJX14Z8N,"NRP Premium Faucet Water Filter Replacement for BRITA standard system, chrome tap water filter Reduces Lead, BPA Free - 3Pack",Camera,34.0,4.6
1137,B06Y61VHT7,"Joyoldelf Tobacco Pipe, Wooden Smoking Pipes with Gift Box, Pear Wood Tobacco Pipes for Smoking with Tobacco Pipe Cleaners, Pipe Filter, Pipe Scraper and Smoking Accessories",Camera,22.99,4.2
1138,B00BA1DVMW,"EcoPure EPW2C Carbon Universal Whole Home Filter, 2 Pack",Camera,30.39,4.6
1139,B0BVVZD16P,"6"" Heavy Duty Bench Vise, Pipe Vise Bench Vices with Anvil Swivel Table Top Clamp Locking Base, Double Swivel Rotating Vise Head& Body Rotates 360°(Blue)",Audio,69.99,3.8
1140,B01MQ4F9ST,"Bow Products FeatherPRO FP1 Featherboard - EVA Feathers That Reduce Kickback - for Use with Table Saws, Router Tables, and Band Saws - Woodworking Safety Accessory",Wearables,0.0,4.8
1141,B0B4B3TJP7,"UYECOVE 1/4-Inch Drive Click Torque Wrench, Dual-Direction Click Professional Torque Wrench 20-200IN.LB/2.26-22.6N.M, Dual Range Scales Graduated in FT.LB and N.M",Tools,36.97,4.6
1142,B08F21X2VP,Vetroo V5 CPU Air Cooler w/ 5 Heat Pipes 120mm PWM Processor 150W TDP Cooler for Intel LGA 1700/1200/115X AMD Ryzen AM4 Universal Socket w/Addressable RGB Lights Sync,Electronics,39.99,4.4
1143,B07TYKSMFH,"USB C Charge Cable, COOYA USB C to USB C Cable Pixel 7 8 Pro Charger Cable, 6FT Type C Cable Fast Charge USB C Cord for Google Pixel 6 6a 5 for iPhone 15 iPad Pro Samsung S23 FE S22 Note 20 S20 Ultra",Electronics,11.99,4.5
1144,B0CC2F7MYX,"Caulk Cap, 20 Pcs Caulking Tube Caps, Silicone Caulk Saver Caps for Sealing and Preserving Caulk Pipe (Red)",Other,9.99,4.0
1145,B07Y7NMYQL,Asbestos Test Kit 1 PK (3 Day Turnaround Time)—#1 Lab Certified Asbestos Test!,Other,73.0,4.1
1146,B07QH4B924,1ml Syringe-s with Caps (Pack of 100) for Pets,Smart Home,17.99,4.7
1147,B0B3ML5XMG,"187 Pieces 1 Inch Sanding Disc, GOH DODD Hook and Loop Sanding Pads 60 to 10000 Wet Dry Sandpaper with 1/8"" 1/4” Shank, Backing Pad, Polishing Pads and Interface Pad for Drill Grinder Rotary Tools",Tools,18.99,4.3
1148,B000LNODSQ,"Mortite B2 Caulking Cord, 19oz x 90ft Long, Grey",Other,11.98,4.2
1149,B0836SH17X,"100 Pcs Microscope Slides with Specimens for Kids Student Homeschool, Prepared Microscope Slides for Biology Science Education",Toys,48.99,4.6
1150,B07YNK8XQZ,Hyde 09977 Radial Sander,Other,46.75,4.6
1151,B09N34PF1H,"Brown Teddy Bear Baby Shower Plates - Teddy Bear Paper Plates,Disposable Cups,Napkin with Firework Pattern in Golden Border for 24 Teddy Bear Theme Party Supplies ,Baby Shower Wedding Birthday Party",Office,27.99,4.8
1152,B075NPFTDJ,"25-Feet 3 Outlet Extension Cord, Kasonic UL Listed, 16/3 SJTW 3-Wire Grounded, 13 Amp 125 V 1625 Watts, Multi-Outlet Indoor/Outdoor Use, White",Audio,29.99,4.8
1153,B087BXC7ZV,"BroadLink Smart Bulb, 10W RGB Dimmable Wi-Fi LED Smart Light Bulbs Color Changing A19 800lm, Works with Alexa, Google Home, Siri and IFTTT, No Hub Required (4-Pack)",Smart Home,34.99,4.1
1154,B08GK5J6PS,"Yarlung 6 Pack 3 Size Plastic Hose Clamp Pliers, Line Clamps Pinch Pliers for Flexible Hoses, Brake Hoses, Fuel Hoses, Gas Lines, Coolant Hoses, Radiator Hoses, Red",Automotive,23.99,3.8
1155,B0BWM9K4Q1,"GIVEDOUA Pocket Knife Mini Knife Set Damascus Chef Knives EDC Knife Set Tiny Knife Cleaver for Package Opener,Box Cutter,Set of 4",Office,15.99,4.4
1156,B09S5PP7R8,"LOVIMAG Neodymium Cup Magnets,110LBS Holding Force Strong Rare Earth Magnets with Heavy Duty Countersunk Hole and Double Sided Adhensive&Stainless Screws for Refrigerator Magnets,Office etc,Pack of 6",Office,18.99,4.4
